Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3208","LBJ_2487","VBILepBor13265_3208","PATRIC.355277.4.NC_008510.CDS.2975094.2975882.fwd","PATRIC","CDS",2975094,2975882,789,"+","FIG00002048","PLF_171_00005150","PGF_00127024","YP_801683.1",262,,"Cell division inhibitor Slr1223 (YfcH in EC), contains epimerase/dehydratase and DUF1731 domains",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.303","LBJ_0253","VBILepBor13265_0303","PATRIC.355277.4.NC_008510.CDS.297641.300139.fwd","PATRIC","CDS",297641,300139,2499,"+","FIG01379398","PLF_171_00000110","PGF_00413066","YP_799745.1",832,,"Sulfatase family protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3213","LBJ_2489","VBILepBor13265_3213","PATRIC.355277.4.NC_008510.CDS.2978028.2978621.rev","PATRIC","CDS",2978028,2978621,594,"-","FIG01956071","PLF_171_00001071","PGF_08432396","YP_801685.1",197,"nadD","Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)","GO:0004515|nicotinate-nucleotide adenylyltransferase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3214","LBJ_2490","VBILepBor13265_3214","PATRIC.355277.4.NC_008510.CDS.2978625.2979875.rev","PATRIC","CDS",2978625,2979875,1251,"-","FIG00000365","PLF_171_00000645","PGF_05387084","YP_801686.1",416,"proA","Gamma-glutamyl phosphate reductase (EC 1.2.1.41)","GO:0004350|glutamate-5-semialdehyde dehydrogenase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3","LBJ_0003","VBILepBor13265_0003","PATRIC.355277.4.NC_008510.CDS.2979.3917.fwd","PATRIC","CDS",2979,3917,939,"+","FIG00768741","PLF_171_00001130","PGF_00421512","YP_799520.1",312,"dnaX-1","DNA polymerase III delta prime subunit (EC 2.7.7.7)","GO:0003887|DNA-directed DNA polymerase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3215","LBJ_2491","VBILepBor13265_3215","PATRIC.355277.4.NC_008510.CDS.2979872.2980813.rev","PATRIC","CDS",2979872,2980813,942,"-","FIG00000351","PLF_171_00000411","PGF_00008059","YP_801687.1",313,"proB","Glutamate 5-kinase (EC 2.7.2.11)","GO:0004349|glutamate 5-kinase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3216","LBJ_2492","VBILepBor13265_3216","PATRIC.355277.4.NC_008510.CDS.2981002.2982099.rev","PATRIC","CDS",2981002,2982099,1098,"-","FIG00000169","PLF_171_00001347","PGF_02029783","YP_801688.1",365,"obgE","GTP-binding protein Obg",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3217","LBJ_2493","VBILepBor13265_3217","PATRIC.355277.4.NC_008510.CDS.2982215.2982469.rev","PATRIC","CDS",2982215,2982469,255,"-","FIG00000189","PLF_171_00066124","PGF_00016385","YP_801689.1",84,"rpmA","LSU ribosomal protein L27p","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3218","LBJ_2494","VBILepBor13265_3218","PATRIC.355277.4.NC_008510.CDS.2982459.2982788.rev","PATRIC","CDS",2982459,2982788,330,"-","FIG00765497","PLF_171_00002222","PGF_00140207","YP_801690.1",109,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3219","LBJ_2495","VBILepBor13265_3219","PATRIC.355277.4.NC_008510.CDS.2982785.2983135.rev","PATRIC","CDS",2982785,2983135,351,"-","FIG00000276","PLF_171_00001719","PGF_10417351","YP_801691.1",116,"rplU","LSU ribosomal protein L21p","GO:0003723|RNA binding;GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3221","LBJ_2496","VBILepBor13265_3221","PATRIC.355277.4.NC_008510.CDS.2983990.2984418.fwd","PATRIC","CDS",2983990,2984418,429,"+","FIG01685426","PLF_171_00002465","PGF_00300862","YP_801692.1",142,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3222","LBJ_2497","VBILepBor13265_3222","PATRIC.355277.4.NC_008510.CDS.2984530.2985543.rev","PATRIC","CDS",2984530,2985543,1014,"-","FIG01007502","PLF_171_00001817","PGF_03572345","YP_801693.1",337,,"Alcohol dehydrogenase (EC 1.1.1.1)","GO:0004022|alcohol dehydrogenase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3224","LBJ_2498","VBILepBor13265_3224","PATRIC.355277.4.NC_008510.CDS.2985880.2986290.fwd","PATRIC","CDS",2985880,2986290,411,"+","FIG00073306","PLF_171_00001570","PGF_00055099","YP_801694.1",136,"sufE","Sulfur acceptor protein => iron-sulfur cluster assembly SufE",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3227","LBJ_2500","VBILepBor13265_3227","PATRIC.355277.4.NC_008510.CDS.2986698.2986970.rev","PATRIC","CDS",2986698,2986970,273,"-","FIG01432331","PLF_171_00002128","PGF_00032200","YP_801695.1",90,,"Phage protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3230","LBJ_2501","VBILepBor13265_3230","PATRIC.355277.4.NC_008510.CDS.2987797.2989134.rev","PATRIC","CDS",2987797,2989134,1338,"-","FIG00762758","PLF_171_00000633","PGF_12794155","YP_801696.1",445,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3231","LBJ_2502","VBILepBor13265_3231","PATRIC.355277.4.NC_008510.CDS.2989131.2989625.rev","PATRIC","CDS",2989131,2989625,495,"-","FIG00769417","PLF_171_00002066","PGF_00391585","YP_801697.1",164,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3234","LBJ_2503","VBILepBor13265_3234","PATRIC.355277.4.NC_008510.CDS.2990787.2991413.rev","PATRIC","CDS",2990787,2991413,627,"-","FIG00766639","PLF_171_00002213","PGF_00210821","YP_801698.1",208,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3236","LBJ_2504","VBILepBor13265_3236","PATRIC.355277.4.NC_008510.CDS.2991616.2992077.fwd","PATRIC","CDS",2991616,2992077,462,"+","FIG00000231","PLF_171_00001813","PGF_00426932","YP_801699.1",153,"ribH","6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3237","LBJ_2505","VBILepBor13265_3237","PATRIC.355277.4.NC_008510.CDS.2992114.2992494.fwd","PATRIC","CDS",2992114,2992494,381,"+","FIG00016836","PLF_171_00002090","PGF_10450086","YP_801700.1",126,"nusB","Transcription termination protein NusB","GO:0003723|RNA binding"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3238","LBJ_2506","VBILepBor13265_3238","PATRIC.355277.4.NC_008510.CDS.2992487.2994553.fwd","PATRIC","CDS",2992487,2994553,2067,"+","FIG00763732","PLF_171_00001286","PGF_00106840","YP_801701.1",688,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3240","LBJ_2507","VBILepBor13265_3240","PATRIC.355277.4.NC_008510.CDS.2994646.2995890.fwd","PATRIC","CDS",2994646,2995890,1245,"+","FIG00765179","PLF_171_00000452","PGF_00209360","YP_801702.1",414,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3241","LBJ_2508","VBILepBor13265_3241","PATRIC.355277.4.NC_008510.CDS.2996057.2996803.fwd","PATRIC","CDS",2996057,2996803,747,"+","FIG00033206","PLF_171_00002347","PGF_00424457","YP_801703.1",248,"caiD-1","Enoyl-CoA hydratase",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3244","LBJ_2509","VBILepBor13265_3244","PATRIC.355277.4.NC_008510.CDS.2997312.2998406.fwd","PATRIC","CDS",2997312,2998406,1095,"+","FIG01306568","PLF_171_00000006","PGF_01000105","YP_801704.1",364,,"Mobile element protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3246","LBJ_2510","VBILepBor13265_3246","PATRIC.355277.4.NC_008510.CDS.2999434.3000867.fwd","PATRIC","CDS",2999434,3000867,1434,"+","FIG01495352","PLF_171_00000740","PGF_00406697","YP_801705.1",477,,"putative diguanylate phosphodiesterase",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3247","LBJ_2511","VBILepBor13265_3247","PATRIC.355277.4.NC_008510.CDS.3001310.3002119.rev","PATRIC","CDS",3001310,3002119,810,"-","FIG00767066","PLF_171_00000831","PGF_00223987","YP_801706.1",269,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.304","LBJ_0254","VBILepBor13265_0304","PATRIC.355277.4.NC_008510.CDS.300155.300553.fwd","PATRIC","CDS",300155,300553,399,"+","FIG00769410","PLF_171_00002060","PGF_08225224","YP_799746.1",132,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3248","LBJ_2512","VBILepBor13265_3248","PATRIC.355277.4.NC_008510.CDS.3002259.3002819.fwd","PATRIC","CDS",3002259,3002819,561,"+","FIG01328092","PLF_171_00001358","PGF_00032999","YP_801707.1",186,,"PhbF",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3249","LBJ_2513","VBILepBor13265_3249","PATRIC.355277.4.NC_008510.CDS.3002870.3003745.fwd","PATRIC","CDS",3002870,3003745,876,"+","FIG00763665","PLF_171_00000836","PGF_00721726","YP_801708.1",291,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3250","LBJ_2515","VBILepBor13265_3250","PATRIC.355277.4.NC_008510.CDS.3004365.3004940.rev","PATRIC","CDS",3004365,3004940,576,"-","FIG00763033","PLF_171_00002058","PGF_01054397","YP_801709.1",191,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3254","LBJ_2517","VBILepBor13265_3254","PATRIC.355277.4.NC_008510.CDS.3007102.3008076.rev","PATRIC","CDS",3007102,3008076,975,"-","FIG00762875","PLF_171_00001478","PGF_00155733","YP_801710.1",324,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.305","LBJ_0255","VBILepBor13265_0305","PATRIC.355277.4.NC_008510.CDS.300800.301600.rev","PATRIC","CDS",300800,301600,801,"-","FIG00033206","PLF_171_00002081","PGF_00424466","YP_799747.1",266,"caiD-3","Enoyl-CoA hydratase",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3255","LBJ_2518","VBILepBor13265_3255","PATRIC.355277.4.NC_008510.CDS.3008142.3008645.rev","PATRIC","CDS",3008142,3008645,504,"-","FIG00764519","PLF_171_00002166","PGF_00162435","YP_801711.1",167,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3256","LBJ_2519","VBILepBor13265_3256","PATRIC.355277.4.NC_008510.CDS.3008762.3010876.fwd","PATRIC","CDS",3008762,3010876,2115,"+","FIG01265301","PLF_171_00000456","PGF_03609651","YP_801712.1",704,"metG","Methionyl-tRNA synthetase (EC 6.1.1.10)","GO:0004825|methionine-tRNA ligase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.31","LBJ_0024","VBILepBor13265_0031","PATRIC.355277.4.NC_008510.CDS.30093.31346.rev","PATRIC","CDS",30093,31346,1254,"-","FIG00000121","PLF_171_00001110","PGF_00051525","YP_799537.1",417,"serS","Seryl-tRNA synthetase (EC 6.1.1.11)","GO:0004828|serine-tRNA ligase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3260","LBJ_2521","VBILepBor13265_3260","PATRIC.355277.4.NC_008510.CDS.3013792.3015483.fwd","PATRIC","CDS",3013792,3015483,1692,"+","FIG00002266","PLF_171_00000713","PGF_10428547","YP_801713.1",563,,"Acyl-CoA dehydrogenase",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3264","LBJ_2523","VBILepBor13265_3264","PATRIC.355277.4.NC_008510.CDS.3016663.3017013.rev","PATRIC","CDS",3016663,3017013,351,"-","FIG00002474","PLF_171_00002784","PGF_01662006","YP_801714.1",116,,"Transcriptional regulator, PadR family",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.306","LBJ_0256","VBILepBor13265_0306","PATRIC.355277.4.NC_008510.CDS.301736.302854.rev","PATRIC","CDS",301736,302854,1119,"-","FIG01703399","PLF_171_00006000","PGF_00159963","YP_799748.1",372,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3266","LBJ_2524","VBILepBor13265_3266","PATRIC.355277.4.NC_008510.CDS.3017415.3017786.fwd","PATRIC","CDS",3017415,3017786,372,"+","FIG00554417","PLF_171_00002647","PGF_12664837","YP_801715.1",123,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3267","LBJ_2525","VBILepBor13265_3267","PATRIC.355277.4.NC_008510.CDS.3017841.3018563.fwd","PATRIC","CDS",3017841,3018563,723,"+","FIG00763262","PLF_171_00002704","PGF_00370633","YP_801716.1",240,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3269","LBJ_2526","VBILepBor13265_3269","PATRIC.355277.4.NC_008510.CDS.3019722.3020378.fwd","PATRIC","CDS",3019722,3020378,657,"+","FIG00762853","PLF_171_00002111","PGF_00407926","YP_801717.1",218,,"putative lipoprotein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3272","LBJ_2527","VBILepBor13265_3272","PATRIC.355277.4.NC_008510.CDS.3021427.3022530.rev","PATRIC","CDS",3021427,3022530,1104,"-","FIG01461168","PLF_171_00005087","PGF_00242464","YP_801718.1",367,"lipL36","hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3273","LBJ_2528","VBILepBor13265_3273","PATRIC.355277.4.NC_008510.CDS.3023564.3024577.rev","PATRIC","CDS",3023564,3024577,1014,"-","FIG01379727","PLF_171_00002052","PGF_08225224","YP_801719.1",337,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3275","LBJ_2529","VBILepBor13265_3275","PATRIC.355277.4.NC_008510.CDS.3024815.3026179.fwd","PATRIC","CDS",3024815,3026179,1365,"+","FIG01427412","PLF_171_00002893","PGF_08226834","YP_801720.1",454,,"putative lipoprotein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3278","LBJ_2531","VBILepBor13265_3278","PATRIC.355277.4.NC_008510.CDS.3028265.3028999.rev","PATRIC","CDS",3028265,3028999,735,"-","FIG00000438","PLF_171_00001555","PGF_04321257","YP_801721.1",244,"motA-2","Flagellar motor rotation protein MotA",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3280","LBJ_2532","VBILepBor13265_3280","PATRIC.355277.4.NC_008510.CDS.3029369.3030328.fwd","PATRIC","CDS",3029369,3030328,960,"+","FIG00767319","PLF_171_00002043","PGF_10420457","YP_801722.1",319,,"MBL-fold metallo-hydrolase superfamily",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3283","LBJ_2535","VBILepBor13265_3283","PATRIC.355277.4.NC_008510.CDS.3031962.3032537.rev","PATRIC","CDS",3031962,3032537,576,"-","FIG00764441","PLF_171_00007290","PGF_02137007","YP_801724.1",191,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3284","LBJ_2536","VBILepBor13265_3284","PATRIC.355277.4.NC_008510.CDS.3032705.3033037.rev","PATRIC","CDS",3032705,3033037,333,"-","FIG00638284","PLF_171_00005345","PGF_02135809","YP_801725.1",110,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3285","LBJ_2537","VBILepBor13265_3285","PATRIC.355277.4.NC_008510.CDS.3033063.3033416.rev","PATRIC","CDS",3033063,3033416,354,"-","FIG01845335","PLF_171_00005464","PGF_08225224","YP_801726.1",117,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3286","LBJ_2538","VBILepBor13265_3286","PATRIC.355277.4.NC_008510.CDS.3033422.3034702.rev","PATRIC","CDS",3033422,3034702,1281,"-","FIG00130344","PLF_171_00000491","PGF_03036276","YP_801727.1",426,"gltA-2","Citrate synthase (si) (EC 2.3.3.1)","GO:0004108|citrate (Si)-synthase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3288","LBJ_2539","VBILepBor13265_3288","PATRIC.355277.4.NC_008510.CDS.3035097.3037634.rev","PATRIC","CDS",3035097,3037634,2538,"-","FIG00768074","PLF_171_00000502","PGF_07552118","YP_801728.1",845,,"ABC transporter, fused permease protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3289","LBJ_2540","VBILepBor13265_3289","PATRIC.355277.4.NC_008510.CDS.3037631.3038413.rev","PATRIC","CDS",3037631,3038413,783,"-","FIG00002914","PLF_171_00001016","PGF_10347576","YP_801729.1",260,,"ABC-type antimicrobial peptide transport system, ATPase component",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3291","LBJ_2541","VBILepBor13265_3291","PATRIC.355277.4.NC_008510.CDS.3038881.3041475.fwd","PATRIC","CDS",3038881,3041475,2595,"+","FIG00000114","PLF_171_00000260","PGF_06812369","YP_801730.1",864,"leuS","Leucyl-tRNA synthetase (EC 6.1.1.4)","GO:0004823|leucine-tRNA ligase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3293","LBJ_2542","VBILepBor13265_3293","PATRIC.355277.4.NC_008510.CDS.3042170.3043165.fwd","PATRIC","CDS",3042170,3043165,996,"+","FIG00763470","PLF_171_00005755","PGF_02136036","YP_801731.1",331,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.309","LBJ_0257","VBILepBor13265_0309","PATRIC.355277.4.NC_008510.CDS.304286.307606.rev","PATRIC","CDS",304286,307606,3321,"-","FIG00769535","PLF_171_00000312","PGF_05237064","YP_799749.1",1106,,"RND efflux system, inner membrane transporter",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3294","LBJ_2543","VBILepBor13265_3294","PATRIC.355277.4.NC_008510.CDS.3043383.3044477.fwd","PATRIC","CDS",3043383,3044477,1095,"+","FIG01306568","PLF_171_00000006","PGF_01000105","YP_801732.1",364,,"Mobile element protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3298","LBJ_2546","VBILepBor13265_3298","PATRIC.355277.4.NC_008510.CDS.3045906.3047000.rev","PATRIC","CDS",3045906,3047000,1095,"-","FIG01306568","PLF_171_00000006","PGF_01000105","YP_801733.1",364,,"Mobile element protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3299","LBJ_2547","VBILepBor13265_3299","PATRIC.355277.4.NC_008510.CDS.3047188.3048213.rev","PATRIC","CDS",3047188,3048213,1026,"-","FIG00766794","PLF_171_00001962","PGF_00246838","YP_801734.1",341,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3300","LBJ_2548","VBILepBor13265_3300","PATRIC.355277.4.NC_008510.CDS.3048268.3048999.rev","PATRIC","CDS",3048268,3048999,732,"-","FIG00762598","PLF_171_00002102","PGF_00279493","YP_801735.1",243,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.3301","LBJ_2549","VBILepBor13265_3301","PATRIC.355277.4.NC_008510.CDS.3049096.3050439.rev","PATRIC","CDS",3049096,3050439,1344,"-","FIG00000134","PLF_171_00001191","PGF_03316046","YP_801736.1",447,"thrC","Threonine synthase (EC 4.2.3.1)","GO:0004795|threonine synthase activity"
