Systemic ID,Base mean DMC,Base mean IV,Fold Change,P-adjusted,Chromosome,Strand,Start,End,Gene Length,Gene Name,Product
LIC13402,15.09,23.46,0.64,0.608657316,1,-,4171728,4172558,276,ada,methylated-DNA--protein-cysteine methyltransferase transcription regulator
LIC10821,15.05,18.49,0.81,0.829999321,1,-,991916,992989,357,-,lipoprotein
LIC10551,15.05,26.65,0.56,0.612680964,1,+,674264,675379,371,-,hypothetical protein
LIC10255,15.02,17.24,0.87,0.848117213,1,-,291725,292657,310,-,hypothetical protein
LIC10790,15.00,3.61,4.15,0.008979171,1,-,959135,959386,83,-,hypothetical protein
LIC10580,14.98,18.20,0.82,0.948962035,1,-,705226,707121,631,-,ABC transporter ATP-binding protein
LIC11535,14.98,18.06,0.83,0.875496759,1,+,1896788,1898092,434,-,di-tripeptide proton symporter
LIC11843,14.97,16.68,0.90,0.987749976,1,+,2238149,2238328,59,-,hypothetical protein
LIC12526,14.93,15.88,0.94,0.97193278,1,-,3062915,3063985,356,cysA,ABC transporter ATP-binding protein
LIC11036,14.90,11.15,1.34,0.936615403,1,-,1274891,1275997,368,-,hypothetical protein
LIC12615,14.89,126.02,0.12,2.01E-12,1,-,3163081,3164460,459,-,hypothetical protein
LIC12931,14.88,19.39,0.77,0.848515413,1,+,3562202,3562960,252,-,chemotaxis motility protein A
LIC10284,14.86,7.33,2.03,0.385454181,1,+,323499,324278,259,tlyA,hemolysin A
LIC11753,14.86,5.63,2.64,0.111678257,1,+,2140856,2142175,439,-,exopolysaccharide production protein
LIC11090,14.85,17.05,0.87,1,1,-,1345998,1346435,145,-,lipoprotein
LIC11610,14.81,14.73,1.01,1,1,-,1971616,1972548,310,ubiA,prenyltransferase
LIC20030,14.80,24.83,0.60,0.774974031,2,-,29256,29864,202,-,hypothetical protein
LIC13273,14.78,20.49,0.72,0.862480281,1,+,4012567,4014945,792,-,sigma factor regulatory protein
LIC11445,14.74,11.16,1.32,0.773165276,1,-,1781344,1782687,447,-,hydroxypyruvate reductase
LIC11076,14.72,14.47,1.02,1,1,+,1329282,1329866,194,pyrE,uridine 5-monophosphate synthase
LIC10315,14.70,30.10,0.49,0.245322991,1,+,359072,360163,363,serC,phosphoserine aminotransferase
LIC13356,14.66,8.64,1.70,0.539289938,1,+,4114237,4115271,344,cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
LIC10736,14.66,12.06,1.21,0.962623013,1,-,898187,898654,155,-,hypothetical protein
LIC13407,14.66,11.38,1.29,0.869687684,1,-,4178276,4178764,162,-,hypothetical protein
LIC12384,14.65,8.54,1.72,0.836965101,1,+,2889605,2890549,314,alr5254,sodium bile acid symporter family protein
LIC20200,14.59,8.54,1.71,0.609909921,2,-,256379,256828,149,-,hypothetical protein
LIC12808,14.52,11.94,1.22,0.82979709,1,+,3412920,3414755,611,-,histidine kinase sensor protein
LIC20014,14.48,48.16,0.30,0.003406343,2,+,12712,13734,340,hemE,uroporphyrinogen decarboxylase
LIC13303,14.46,11.08,1.31,1,1,-,4050713,4051627,304,-,hypothetical protein
LIC12312,14.45,10.23,1.41,0.728997884,1,+,2787547,2788443,298,glcK,glucokinase
LIC11556,14.44,23.29,0.62,0.731617711,1,+,1919566,1919796,76,-,RNA-binding protein
LIC10710,14.42,24.69,0.58,0.5555831,1,+,857174,857536,120,-,hypothetical protein
LIC12714,14.42,12.29,1.17,0.864132758,1,+,3299735,3300841,368,-,hypothetical protein
LIC11904,14.39,14.20,1.01,0.848117213,1,-,2300794,2302038,414,-,hypothetical protein
LIC13004,14.38,12.81,1.12,0.946952964,1,+,3655614,3656858,414,-,adenylate/guanylate cyclase
LIC13395,14.38,10.55,1.36,0.706519245,1,+,4162224,4162694,156,-,hypothetical protein
LIC11688,14.35,20.46,0.70,0.872409577,1,-,2051385,2051894,169,-,hypothetical protein
LIC11051,14.35,10.74,1.34,0.866044857,1,-,1293343,1295400,685,-,hypothetical protein
LIC12005,14.28,32.63,0.44,0.080024133,1,-,2414744,2415193,149,-,hypothetical protein
LIC13475,14.27,22.10,0.65,0.614971701,1,+,4249678,4250025,115,-,hypothetical protein
LIC11363,14.27,9.50,1.50,0.640134739,1,-,1679513,1680169,218,-,glutathione-S-transferase
LIC13381,14.27,21.25,0.67,0.721169343,1,+,4144322,4145443,373,-,hypothetical protein
LIC13057,14.24,17.79,0.80,0.75739574,1,-,3730663,3731019,118,-,hypothetical protein
LIC20151,14.22,27.36,0.52,0.269495295,2,-,183184,185316,710,-,tonB-dependent outer membrane receptor
LIC11714,14.21,16.60,0.86,1,1,+,2085715,2086668,317,czcD,heavy metal efflux pump
LIC13279,14.20,19.12,0.74,0.764785423,1,-,4019277,4020800,507,-,acetyl CoA acetyltransferase
LIC10003,14.13,26.14,0.54,0.392824488,1,+,5062,6159,365,recF,DNA repair and genetic recombination protein
LIC10350,14.12,21.52,0.66,0.740239958,1,-,396320,396802,160,-,hypothetical protein
LIC10722,14.12,14.35,0.98,0.953214014,1,-,879309,880025,238,glpF,glycerol uptake facilitator protein
LIC13272,14.12,7.62,1.85,0.523223731,1,+,4011266,4012570,434,-,hypothetical protein
LIC11487,14.11,13.64,1.03,1,1,-,1835557,1836108,183,-,hypothetical protein
LIC11401,14.10,24.56,0.57,0.5555831,1,-,1720741,1722726,661,-,phosphoglycerol transferase related protein
LIC13175,14.08,9.54,1.48,0.721169343,1,+,3887319,3888029,236,trkA,potassium uptake system protein
LIC10294,14.08,9.56,1.47,0.806167735,1,+,338060,338548,162,glcG,GlcG
LIC12048,14.07,10.48,1.34,0.974334276,1,-,2474367,2478875,"1,502",-,hypothetical protein
LIC11872,14.00,25.38,0.55,0.657818386,1,+,2267722,2267997,91,-,hypothetical protein
LIC10654,13.96,9.90,1.41,0.900998715,1,+,797781,798167,128,-,hypothetical protein
LIC10695,13.93,8.15,1.71,0.553099866,1,-,841805,843724,639,-,hypothetical protein
LIC11323,13.92,11.11,1.25,0.766428843,1,+,1632977,1634128,383,-,methyltransferase DNA modification enzyme
LIC10362,13.92,16.14,0.86,0.919383283,1,-,409698,410120,140,-,hypothetical protein
LIC11998,13.91,13.04,1.07,0.846137378,1,-,2407627,2408502,291,-,hydrolase
LIC11048,13.91,29.94,0.46,0.104218327,1,-,1289141,1289971,276,-,molybdate metabolism regulator
LIC10692,13.91,25.82,0.54,0.714141011,1,-,839330,840223,297,-,hypothetical protein
LIC10280,13.91,32.64,0.43,0.15326248,1,-,319105,319524,139,-,hypothetical protein
LIC11959,13.88,7.79,1.78,0.531838623,1,+,2366392,2366901,169,-,hypothetical protein
LIC20255,13.88,23.74,0.58,0.468398121,2,-,322355,322933,192,-,hypothetical protein
LIC11148,13.86,9.24,1.50,0.658441543,1,+,1416118,1416756,212,ruvA,DNA helicase subunit A
LIC11664,13.85,11.12,1.25,0.888871279,1,-,2027173,2027904,243,-,hypothetical protein
LIC10618,13.84,12.59,1.10,1,1,-,756959,757732,257,-,hypothetical protein
LIC13180,13.83,14.29,0.97,1,1,-,3891862,3892350,162,nudH,(di)nucleoside polyphosphate hydrolase
LIC12231,13.83,12.15,1.14,1,1,-,2693920,2694477,185,-,hypothetical protein
LIC13417,13.81,91.06,0.15,2.38E-08,1,+,4192664,4193515,283,-,hypothetical protein
LIC12668,13.80,19.26,0.72,0.704295306,1,-,3228471,3229238,255,-,hypothetical protein
LIC13445,13.79,0.79,17.46,6.13E-06,1,+,4222702,4222905,67,-,hypothetical protein
LIC13266,13.75,17.05,0.81,0.960740829,1,+,4005292,4005870,192,-,RNA polymerase ECF-type sigma factor
LIC13049,13.72,12.95,1.06,1,1,-,3721704,3722381,225,-,hypothetical protein
LIC13012,13.71,45.87,0.30,0.008209778,1,+,3665759,3668782,"1,007",-,hypothetical protein
LIC11606,13.66,17.15,0.80,0.777794143,1,+,1966735,1967613,292,-,hypothetical protein
LIC13376,13.65,28.96,0.47,0.224452894,1,+,4138479,4139837,452,-,FAD-dependent oxiredutase
LIC12585,13.65,9.62,1.42,0.650813888,1,-,3131007,3131411,134,-,hypothetical protein
LIC12727,13.65,13.77,0.99,0.984256541,1,+,3320385,3321326,313,-,acetoin-histone deacetylase
LIC10918,13.65,14.93,0.91,0.826940818,1,+,1101767,1102270,167,-,hypothetical protein
LIC12237,13.63,9.51,1.43,0.558023374,1,+,2703112,2703306,64,-,hypothetical protein
LIC12880,13.63,9.33,1.46,0.829999321,1,-,3476204,3477070,288,-,lipoprotein
LIC12276,13.63,19.26,0.71,0.674660069,1,-,2748520,2749188,222,-,hypothetical protein
LIC10932,13.63,16.09,0.85,0.959432864,1,-,1123575,1125116,513,-,type I restriction enzyme
LIC13064,13.63,24.17,0.56,0.531838623,1,-,3739853,3740446,197,tag,3-methyl-adenine DNA glycosylase I
LIC13133,13.62,16.52,0.82,1,1,-,3837388,3838353,321,nsdHL,NAD(P)H steroid dehydrogenase
LIC11788,13.61,13.05,1.04,1,1,-,2179499,2180332,277,-,alpha/beta hydrolase
LIC12710,13.61,15.07,0.90,0.982949342,1,+,3297736,3298347,203,-,hypothetical protein
LIC12486,13.57,17.18,0.79,0.81414396,1,+,3012734,3013453,239,-,integral membrane protein
LIC11696,13.56,4.39,3.09,0.214295025,1,+,2061749,2062327,192,-,hypothetical protein
LIC10390,13.56,7.87,1.72,0.431811109,1,+,447654,447995,113,-,hypothetical protein
LIC12666,13.55,15.70,0.86,0.936871247,1,+,3226395,3226853,152,-,acetyltransferase
LIC10577,13.53,12.10,1.12,0.901498876,1,+,703094,703324,76,-,hypothetical protein
LIC13018,13.51,18.01,0.75,0.871190707,1,-,3678352,3678879,175,-,hypothetical protein
LIC11876,13.50,8.94,1.51,0.832321781,1,+,2271845,2272381,178,-,hypothetical protein
LIC13010,13.50,14.67,0.92,0.885987221,1,+,3663228,3664301,357,-,ankyrin
LIC11175,13.45,17.25,0.78,0.822017048,1,-,1444815,1445909,364,eif,translation initiation factor
LIC13190,13.43,17.47,0.77,0.73500712,1,-,3904276,3905562,428,-,hypothetical protein
LIC12511,13.43,22.87,0.59,0.467595176,1,-,3040296,3040523,75,-,hypothetical protein
LIC20252,13.43,14.10,0.95,0.980707913,2,+,319708,320037,109,-,hypothetical protein
LIC13148,13.42,15.41,0.87,1,1,+,3859737,3860414,225,-,hypothetical protein
LIC20154,13.40,19.50,0.69,0.728997884,2,+,187071,187796,241,-,lipoprotein
LIC10374,13.39,4.33,3.09,0.021205989,1,-,423893,424612,239,-,hypothetical protein
LIC12689,13.38,6.71,1.99,0.457228536,1,+,3263508,3264956,482,-,ATP-dependent DNA helicase
LIC12814,13.30,12.73,1.04,0.996409467,1,+,3419353,3419967,204,tmk,thymidylate kinase
LIC12491,13.29,16.90,0.79,0.832321781,1,-,3017323,3017682,119,-,hypothetical protein
LIC10266,13.26,16.47,0.81,0.829999321,1,-,302883,303743,286,hemK,protoporphyrinogen oxidase
LIC12691,13.25,6.14,2.16,0.31293672,1,+,3268533,3269075,180,-,hypothetical protein
LIC20167,13.25,16.91,0.78,0.989590424,2,+,202987,204057,356,-,hypothetical protein
LIC13095,13.22,15.12,0.87,0.826940818,1,+,3785858,3786565,235,-,hypothetical protein
LIC11248,13.22,7.46,1.77,0.427211923,1,+,1541817,1543241,474,-,alginate o-acetyltransferase
LIC10814,13.20,19.54,0.68,0.626079128,1,-,985264,985659,131,ccmE,cytochrome c-type biogenesis protein
LIC12516,13.19,17.68,0.75,0.871190707,1,-,3045302,3047284,660,-,acetoacetyl-CoA synthetase
LIC12578,13.19,20.34,0.65,0.73500712,1,+,3126121,3126969,282,-,hypothetical protein
LIC13463,13.18,12.75,1.03,1,1,-,4238123,4238473,116,-,hypothetical protein
LIC12884,13.18,18.61,0.71,0.935920823,1,-,3482892,3484490,532,aslA,arylsulfatase
LIC12975,13.17,16.35,0.81,0.877743707,1,+,3613159,3613992,277,-,phospholipid synthase
LIC11165,13.16,10.66,1.24,0.908048823,1,-,1434838,1435164,108,-,nucleotidyltransferase
LIC11412,13.16,16.77,0.78,0.974197672,1,-,1738228,1739394,388,-,coproporphyrinogen III oxidase
LIC12598,13.16,11.61,1.13,0.827316248,1,+,3148923,3150257,444,-,adenylate/guanylate cyclase
LIC20190,13.16,20.78,0.63,0.767325049,2,+,241108,242565,485,-,hypothetical protein
LIC13164,13.16,12.60,1.04,0.977157254,1,-,3874007,3874456,149,folK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
LIC11106,13.12,17.17,0.76,0.836046171,1,-,1366973,1367770,265,plsC,acyltransferase
LIC20080,13.11,8.17,1.60,0.708383666,2,-,90403,90831,142,-,4-hydroxybenzoyl-CoA thioesterase
LIC10234,13.08,16.15,0.81,0.893201688,1,-,270472,271200,242,-,hypothetical protein
LIC12669,13.07,15.17,0.86,0.866044857,1,-,3229238,3230053,271,-,hypothetical protein
LIC13179,13.03,15.18,0.86,0.985177549,1,-,3891425,3891862,145,-,globin
LIC12792,13.03,27.45,0.47,0.321991116,1,-,3399054,3399827,257,-,pantothenate kinase
LIC11757,13.02,24.72,0.53,0.295382366,1,-,2150919,2151386,155,prfH,peptide chain release factor 2-like protein
LIC10549,13.01,28.51,0.46,0.201946203,1,-,672486,673079,197,-,deoxyribonucleotide triphosphate pyrophosphatase
LIC13229,13.00,3.94,3.30,0.054286492,1,+,3962606,3964414,602,-,hypothetical protein
LIC11865,12.95,10.40,1.24,0.658441543,1,-,2260191,2261345,384,ftsW,cell division protein
LIC12280,12.92,10.70,1.21,0.81432456,1,+,2751342,2752598,418,kdtA,3-deoxy-d-manno-octulosonic acid transferase
LIC11870,12.91,6.74,1.91,0.546043659,1,+,2265648,2266178,176,-,hydrolase
LIC13056,12.91,7.77,1.66,0.804293288,1,+,3729312,3729983,223,-,flagellar motor protein
LIC10801,12.90,6.59,1.96,0.517128082,1,+,970275,971450,391,-,acyl-CoA dehydrogenase
LIC20110,12.88,18.90,0.68,0.561183201,2,-,130347,131804,485,-,hypothetical protein
LIC12143,12.88,15.24,0.85,0.907471287,1,-,2590413,2591702,429,-,integral membrane protein
LIC10911,12.87,12.28,1.05,0.722254306,1,-,1095989,1096064,76,tRNA-Thr-TGT,Thr tRNA
LIC10071,12.87,10.35,1.24,0.836046171,1,-,89241,90881,546,-,hypothetical protein
LIC10086,12.85,5.98,2.15,0.256474457,1,+,100706,101953,415,-,RNA methyltransferase
LIC13260,12.85,24.95,0.52,0.391105912,1,+,3996782,3997771,329,-,hypothetical protein
LIC12363,12.84,16.72,0.77,0.6904365,1,-,2863315,2863866,183,-,hypothetical protein
LIC10579,12.82,15.95,0.80,0.959236409,1,-,704816,705229,137,-,response regulator
LIC12311,12.82,21.20,0.60,0.728997884,1,+,2786885,2787550,221,-,ABC transporter ATP-binding protein
LIC12946,12.80,13.40,0.95,0.969234872,1,+,3576540,3577301,253,-,glycosyl transferase
LIC11395,12.78,7.57,1.69,0.468398121,1,+,1713244,1713606,120,-,hypothetical protein
LIC12723,12.78,7.69,1.66,0.409568615,1,-,3314402,3315688,428,-,hypothetical protein
LIC11619,12.74,8.93,1.43,0.704295306,1,-,1980875,1981579,234,-,hypothetical protein
LIC11882,12.73,20.09,0.63,0.759680494,1,-,2278039,2278890,283,-,hypothetical protein
LIC12802,12.73,16.69,0.76,0.704295306,1,-,3408674,3409240,188,-,hypothetical protein
LIC20155,12.71,13.05,0.97,1,2,-,187809,188582,257,-,hypothetical protein
LIC12136,12.70,3.92,3.24,0.090649673,1,-,2581601,2582869,422,-,hypothetical protein
LIC11039,12.69,12.07,1.05,1,1,+,1278471,1279241,256,murI,glutamate racemase
LIC10443,12.68,28.86,0.44,0.300281986,1,-,505348,506958,536,mccB,3-methylcrotonoyl-CoA carboxylase subunit beta
LIC13103,12.68,6.82,1.86,0.295536178,1,-,3795332,3795775,147,-,anti-sigma factor antagonist
LIC10061,12.68,11.35,1.12,0.798797848,1,+,78115,79005,296,-,hypothetical protein
LIC10246,12.67,7.30,1.74,0.528935878,1,-,282553,282738,61,-,hypothetical protein
LIC13292,12.64,5.61,2.25,0.518616492,1,+,4036193,4036720,175,-,hypothetical protein
LIC11849,12.63,11.11,1.14,0.846137378,1,+,2243599,2244042,147,-,hypothetical protein
LIC10701,12.61,10.23,1.23,0.6904365,1,+,849438,849635,65,-,hypothetical protein
LIC12079,12.61,7.65,1.65,0.445155884,1,+,2515813,2516613,266,-,ABC transporter ATP-binding protein
LIC13044,12.59,15.50,0.81,1,1,-,3714629,3715867,412,-,hypothetical protein
LIC12308,12.59,11.28,1.12,1,1,-,2782873,2783481,202,-,hypothetical protein
LIC10041,12.56,16.80,0.75,0.704295306,1,-,49986,50525,179,-,transcription activator or transcription antitermination factor
LIC11234,12.55,18.18,0.69,0.719164003,1,+,1527465,1527764,99,-,hypothetical protein
LIC11306,12.52,10.14,1.23,0.971663586,1,-,1613599,1613943,114,-,hypothetical protein
LIC11334,12.45,21.14,0.59,0.492018169,1,-,1646210,1646881,223,-,hypothetical protein
LIC12449,12.44,31.36,0.40,0.097872161,1,-,2966892,2968214,440,aroA,3-phosphoshikimate 1-carboxyvinyltransferase
LIC12806,12.44,10.16,1.22,0.862038838,1,+,3411136,3411558,140,-,hypothetical protein
LIC11764,12.40,8.83,1.40,0.704295306,1,-,2155938,2157044,368,-,aspartate aminotransferase
LIC20202,12.38,11.23,1.10,1,2,+,258538,259656,372,-,hypothetical protein
LIC12314,12.37,11.84,1.04,0.961187917,1,+,2788801,2789817,338,-,hypothetical protein
LIC12972,12.37,13.02,0.95,1,1,+,3610297,3611097,266,-,hypothetical protein
LIC11296,12.35,11.09,1.11,0.891425508,1,+,1602751,1603806,351,dpm,dolichyl-phosphate mannose synthase
LIC10645,12.35,10.54,1.17,0.969867314,1,-,787762,789036,424,-,lipoprotein
LIC13141,12.34,11.43,1.08,0.897017735,1,-,3851393,3852079,228,dfp,panthotenate metabolism flavoprotein
LIC13490,12.33,11.90,1.04,1,1,-,4264601,4265365,254,gidB,glucose inhibited division protein B
LIC13368,12.32,17.63,0.70,0.871190707,1,-,4131267,4131875,202,cysG,siroheme synthetase
LIC12373,12.28,7.46,1.65,0.714141011,1,-,2875211,2876374,387,-,hypothetical protein
LIC10838,12.28,23.73,0.52,0.462707455,1,+,1018214,1018639,141,gloA,glyoxalase
LIC11027,12.26,18.29,0.67,0.684906292,1,+,1259919,1260515,198,-,hypothetical protein
LIC11415,12.26,10.89,1.13,0.993631025,1,+,1741890,1741964,75,tRNA-Gly-GCC,Gly tRNA
LIC12531,12.26,12.18,1.01,0.996409467,1,-,3068677,3069363,228,-,hypothetical protein
LIC20034,12.25,11.61,1.05,0.974886803,2,+,32250,33320,356,-,hypothetical protein
LIC13302,12.24,18.58,0.66,0.627301294,1,+,4049545,4049982,145,-,hypothetical protein
LIC12007,12.24,10.61,1.15,0.936615403,1,+,2416422,2416685,87,-,hypothetical protein
LIC13022,12.24,13.98,0.88,0.946952964,1,+,3683396,3684571,391,-,hypothetical protein
LIC10449,12.23,3.49,3.50,0.090649673,1,+,512321,512791,156,-,hypothetical protein
LIC11679,12.22,14.51,0.84,0.933104013,1,+,2042711,2043214,167,-,hypothetical protein
LIC20160,12.21,7.01,1.74,0.722254306,2,+,193976,195370,464,-,hypothetical protein
LIC12450,12.18,24.01,0.51,0.589645388,1,-,2968195,2969112,305,tyrA,prephenate (chorismate) dehydrogenase
LIC11678,12.17,12.22,1.00,1,1,-,2041811,2042638,275,-,hypothetical protein
LIC12133,12.16,7.94,1.53,0.722254306,1,-,2577396,2578289,297,-,hypothetical protein
LIC13245,12.15,13.77,0.88,0.997490807,1,-,3981094,3981747,217,-,hypothetical protein
LIC11116,12.14,9.15,1.33,0.832321781,1,+,1377814,1378308,164,-,hypothetical protein
LIC12558,12.14,8.86,1.37,0.832321781,1,+,3099262,3099993,243,-,hypothetical protein
LIC13359,12.12,7.91,1.53,0.684906292,1,+,4117133,4118266,377,-,hypothetical protein
LIC13465,12.12,2.59,4.69,0.016906404,1,+,4240074,4240148,75,tRNA-Gly-TCC,Gly tRNA
LIC11982,12.12,12.71,0.95,0.996933547,1,+,2387038,2388132,364,-,hypothetical protein
LIC12649,12.11,6.31,1.92,0.180932722,1,-,3211812,3213356,514,-,hypothetical protein
LIC12523,12.11,15.54,0.78,0.806167735,1,-,3056917,3058035,372,-,hypothetical protein
LIC20243,12.09,7.18,1.68,0.700782792,2,+,306560,307471,303,-,hypothetical protein
LIC10947,12.07,7.99,1.51,0.811572426,1,-,1139869,1140420,183,-,hypothetical protein
LIC12382,12.06,19.87,0.61,0.473738362,1,-,2888165,2888881,238,-,hypothetical protein
LIC20066,12.06,24.95,0.48,0.321715579,2,+,72207,72950,247,rnC,dsRNase III
LIC12670,12.05,17.55,0.69,0.702253574,1,-,3231623,3233872,749,cyaA,adenylate/guanylate cyclase
LIC11477,12.05,11.19,1.08,0.895812436,1,-,1825627,1826655,342,-,hypothetical protein
LIC10346,12.03,21.79,0.55,0.608657316,1,+,391693,392343,216,-,esterase
LIC11452,12.01,22.30,0.54,0.433497266,1,-,1789376,1790140,254,-,exodeoxyribonuclease
LIC10163,12.00,21.46,0.56,0.47212258,1,-,195475,195915,146,-,hypothetical protein
LIC11492,12.00,2.97,4.03,0.045595025,1,-,1840979,1841989,336,-,hypothetical protein
LIC11906,11.99,8.75,1.37,0.700782792,1,+,2303688,2304362,224,-,phosphatidylglycerophosphate synthase-like protein
LIC10581,11.97,11.56,1.04,0.897017735,1,-,707118,707696,192,trpG,anthranilate synthase component II
LIC10673,11.97,12.49,0.96,0.959432864,1,-,817830,818966,378,-,hypothetical protein
LIC20105,11.97,14.14,0.85,0.852829187,2,-,122757,123866,369,-,DNA binding protein
LIC10447,11.96,10.59,1.13,0.848117213,1,-,511272,511347,76,tRNA-Val-TAC,Val tRNA
LIC11041,11.95,16.42,0.73,0.726790873,1,-,1280406,1280828,140,-,hypothetical protein
LIC11576,11.87,12.62,0.94,1,1,+,1936034,1936678,214,-,hypothetical protein
LIC13270,11.85,12.68,0.93,1,1,+,4008668,4010059,463,-,histidine kinase sensor protein
LIC13078,11.85,15.04,0.79,0.983700717,1,+,3762760,3763629,289,-,hypothetical protein
LIC10609,11.84,8.79,1.35,0.740239958,1,+,747407,747886,159,-,hypothetical protein
LIC11999,11.84,8.37,1.42,0.721169343,1,-,2408745,2409209,154,-,hypothetical protein
LIC10637,11.82,28.13,0.42,0.188404394,1,+,775627,776418,263,-,ribosomal protein serine acetyltransferase
LIC12908,11.82,9.46,1.25,0.87695331,1,-,3529726,3531531,601,sglT,sodium/glucose cotransport protein
LIC10026,11.76,8.11,1.45,0.704295306,1,+,32934,33959,341,-,hypothetical protein
LIC10802,11.76,9.89,1.19,0.90318972,1,+,971471,972511,346,-,hypothetical protein
LIC13346,11.74,12.95,0.91,0.996409467,1,-,4102245,4103159,304,-,hypothetical protein
LIC11534,11.73,10.66,1.10,1,1,+,1896261,1896812,183,-,hypothetical protein
LIC11682,11.71,12.04,0.97,1,1,+,2044713,2045783,356,-,hypothetical protein
